"Does the Natural Language Classifier train using all of the data, or does it partition it in some way?",all_training_data_used
What kind of preprocessing does the classifier perform on its input?,all_training_data_used
"Does the classifier train using all of the data, or does it partition it in some way?",all_training_data_used
does the classifier train on all the data or does it hold some out?,all_training_data_used
does nlclassifier perform random sampling to the training datasets?,all_training_data_used
Where can I find documentation on the Natural Language Classifier API?,api_documentation
Where can I find the API documentation?,api_documentation
What is the API for the Classifier?,api_documentation
Where can I find documentation on the NL classifier API?,api_documentation
Where can I find REST API documentation for the NL classifier?,api_documentation
Where can I view documentation for the classifier API?,api_documentation
How do I access the classifier API?,api_documentation
How many instances of the Natural Language Classifier can I create and what does it cost?,billing_and_usage
How will classifier usage be priced after GA?,billing_and_usage
How much does it cost to use the Classifier?,billing_and_usage
How much does it cost?,billing_and_usage
How much does it cost?,billing_and_usage
How many classifiers can I train simultaneously?,billing_and_usage
Is there a limit to the number of classifiers I can create?,billing_and_usage
What OS does the Natural Language Classifier use and how does it relate to IBM Bluemix?,bluemix_hosted
What do I do if I want to use the Classifier but I am not building a BlueMix application?,bluemix_hosted
Is the NL Classifier a bluemix only service?,bluemix_hosted
Is the NLClassifier available as a Bluemix service?,bluemix_hosted
What does the NLClassifier have to do with BlueMix?,bluemix_hosted
Does the NL Classifier run on multiple OS platforms,bluemix_hosted
How is the NL Classifier deployed in WCTS,bluemix_hosted
Is this a multi-tenant service?,bluemix_multi_tenant
Can I choose from different algorithms or request changes to the existing ones?,choose_or_change_algorithm
Can I choose my own learning algorithm from a list of algorithms offered by this service?,choose_or_change_algorithm
Can a client request a change in the underlying algorithm ?,choose_or_change_algorithm
What are the competitors to the Natural Language Classifier and how is it differentiated?,classifier_competitors
How is Watson NL Classifier different from Google's?,classifier_competitors
How is the classifier different from the competition?,classifier_competitors
Has the service been compared to other services which exist in the market ?,classifier_competitors
What are known competitors to the NLClassifier?,classifier_competitors
Are there similar products in the market?,classifier_competitors
What makes it unique?,classifier_competitors
What differentiates the NLClassifier from its competition?,classifier_competitors
Is IBM's Classifier better than LUIS?,classifier_competitors
Where can I find documentation on the Natural Language Classifier service?,classifier_documentation
Where can I find documentation on the classifier service?,classifier_documentation
Does the Natural Language Classifier support a combination of NL and rule-based matching techniques currently?,classifier_not_rule_based
Does the NL classifier support a combination of NL and rule-based matching techniques currently?,classifier_not_rule_based
Does the Natural Language Classifier service return answer(s) above a certain confidence threshold?,confidence_threshold
Is it possible to request more than 10 answers from the classifier?,confidence_threshold
Does the classifier service return answer(s) above a certain confidence threshold?,confidence_threshold
Who do I contact for issues with Natural Language Classifier?,contact_support
What kind of support is offered for users of the NLClassifier service?,contact_support
Is there user support available for the NLClassifier service?,contact_support
"What did I do wrong, the NL Classifier won't work",contact_support
Who do I contact for issues with NL Classifier,contact_support
Why is the NL Classifier not working for me,contact_support
How do I submit a defect for the NL Classifier,contact_support
How do I get help with the service?,contact_support
What happens if the service goes down?,contact_support
Can I find out who else is using the service so we can help each other?,contact_support
What is the expected up time for the service once it's created?,contact_support
What should I do when I have problems with the NLClassifier?,contact_support
How will users provide positive or negative feedback on the service?,contact_support
I wonder what would happen if your customers complained even more?,contact_support
Do I need to worry about cross domain scripting issues using JS to call the service end points,contact_support
What are the drawbacks of using NLClassifier?,contact_support
How do I deploy the Natural Language Classifier service?,deployed_in_bluemix
How is the NL Classifier deployed in development and test environments,deployed_in_bluemix
How do I install the NLClassifier?,deployed_in_bluemix
Can I use NLClassifier on the cloud?,deployed_in_bluemix
What is a good use case for the Natural Language Classifier service?,example_use_cases
What is the NLClassifier service used for?,example_use_cases
In what ways would I use the classifier service to build a cognitive application,example_use_cases
What is the classifier good for?,example_use_cases
What can my app do with the response from the classifier?,example_use_cases
What are the generic use cases for NL Classifier?,example_use_cases
What is an example of a use case for the NL Classifier service?,example_use_cases
What is the NL Classifier for?,example_use_cases
What can I do with the NLClassifier?,example_use_cases
What kind of problem can I solve with NLClassifier?,example_use_cases
What can NLClassifier help me do?,example_use_cases
Can the NLClassifier classify tweets?,example_use_cases
Can I use the NLClassifier service to classify Twitter data?,example_use_cases
Can the NLClassifier classify FB posts?,example_use_cases
What's a good example of things that can be classified by this service?,example_use_cases
What can I classify?,example_use_cases
What is a good use case for this service?,example_use_cases
What is a good use case for the NL classifier service?,example_use_cases
What is the main use for the ML Classifier,example_use_cases
"Are there atleast 3 use cases which have been provided, which walk a potential client through the different stages of usage",example_use_cases
Is there a way for me to extend the capabilities of the Natural Language Classifier?,extend_classifier
"As a developer, is there a way for me to extend the capabilities of the NL Classifier?",extend_classifier
How extensible is the NL Classifier?,extend_classifier
How accurate is the Natural Language Classifier and have there been any experiments or test results to share to prove it?,how_accurate
How good is your classification?,how_accurate
How accurate is the NLClassifier service?,how_accurate
How accurate is your classification?,how_accurate
How accurate is the Classifier?,how_accurate
How well does the Classifier work?,how_accurate
What is the performance of the NL Classifier,how_accurate
Have there been systematic experiments which compare the performance of the service on different datasets,how_accurate
Are there any tests conducted which measure performance on TREC data / other benchmarks ?,how_accurate
What's the current precision & recall during training and testing ?,how_accurate
Is the classifier service really better than just doing a lucene search?,how_accurate
What accuracy should I expect from the service?,how_accurate
how accurate are you usually,how_accurate
how good are you at your job as a classifier?,how_accurate
How good is the NL Classifier?,how_accurate
How does the Natural Language Classifier work?,how_classifier_works
What algorithms does the NL classifier use?,how_classifier_works
What algorithms does the classifier implement?,how_classifier_works
What kind of machine learning techniques are used in the classifier service?,how_classifier_works
What are the underlying technologies exploited by the NL Classifier?,how_classifier_works
What technology does the classifier service use?,how_classifier_works
What technology does the classifier service use?,how_classifier_works
What novel technology is used in the NLClassifier?,how_classifier_works
What kind of technology does the NL Classifier employ?,how_classifier_works
How does it work?,how_classifier_works
How does the Classifier work?,how_classifier_works
How does the classifier classify,how_classifier_works
How does the NL Classifier work?,how_classifier_works
How does the NL Classifier classify text?,how_classifier_works
What does the classifier classify,how_classifier_works
what kinds of things do you classify?,how_classifier_works
what does the classifier classify?,how_classifier_works
What kind of data can I use the Natural Language Classifier on?,how_classifier_works
What kind of data can I use the classifier on?,how_classifier_works
What does the NLClassifier classify?,how_classifier_works
"In what types of ""classes"" does the NL Classifier classify text?",how_classifier_works
What is being classified?,how_classifier_works
What can you classify,how_classifier_works
what does NLClassifier classify?,how_classifier_works
How do you measure the quality of the Natural Language Classifier?,how_to_measure_quality
How do you measure the quality of the NLClassifier?,how_to_measure_quality
How do you measure the accuracy of the NLClassifier?,how_to_measure_quality
How do I register for this Natural Language Classifier service?,how_to_register
Who is authorized to use the NL Classifier service ?,how_to_register
How do I register for this NL Classifier service?,how_to_register
How can a partner use NL Classifier Service,how_to_register
How old must I be to use the NLClassifier?,how_to_register
